Frequency,Angle_of_attack,Chord_length,Free_stream_velocity,Suction_side_displacement
6300,0.0,0.1524,39.6,0.00193287
500,8.9,0.1016,39.6,0.0124596
2000,4.0,0.2286,39.6,0.00473801
6300,7.3,0.2286,55.5,0.0111706
1600,4.0,0.3048,71.3,0.00497773
12500,0.0,0.3048,55.5,0.00283081
2000,2.7,0.1524,71.3,0.00243851
4000,0.0,0.2286,71.3,0.00214345
1000,4.8,0.0254,39.6,0.000907475
1000,6.7,0.1016,39.6,0.00578076
2500,19.7,0.0508,71.3,0.0341183
250,12.3,0.1016,39.6,0.0408268
5000,4.0,0.3048,71.3,0.00497773
3150,4.0,0.3048,71.3,0.00497773
1000,9.9,0.1524,55.5,0.0208438
12500,4.0,0.3048,71.3,0.00497773
3150,2.7,0.1524,71.3,0.00243851
1250,22.2,0.0254,71.3,0.0214178
2000,3.3,0.1016,39.6,0.00245138
2000,15.4,0.0508,39.6,0.0282593
2500,0.0,0.1524,39.6,0.00193287
630,19.7,0.0508,39.6,0.036484
4000,1.5,0.3048,71.3,0.00336729
800,0.0,0.1016,55.5,0.00131983
1000,5.4,0.1524,31.7,0.00525474
12500,0.0,0.0508,55.5,0.00076193
3150,9.9,0.1524,55.5,0.0208438
250,11.2,0.0508,71.3,0.014072
1000,0.0,0.2286,31.7,0.0027238
4000,0.0,0.0508,71.3,0.000740478
6300,0.0,0.2286,55.5,0.00229336
1000,4.0,0.3048,71.3,0.00497773
1000,3.0,0.3048,39.6,0.00495741
2000,9.5,0.0254,31.7,0.00461377
1600,0.0,0.2286,39.6,0.00253511
630,22.2,0.0254,39.6,0.0229028
200,19.7,0.0508,71.3,0.0341183
3150,4.0,0.3048,39.6,0.00579636
3150,0.0,0.3048,39.6,0.00310138
6300,9.9,0.1524,31.7,0.0252785
5000,3.0,0.3048,71.3,0.00425727
1600,0.0,0.3048,39.6,0.00310138
315,5.4,0.1524,39.6,0.00485029
3150,0.0,0.0254,31.7,0.000439472
800,0.0,0.1016,39.6,0.00146332
400,12.3,0.1016,39.6,0.0408268
16000,0.0,0.1524,55.5,0.00172668
500,0.0,0.1524,55.5,0.00172668
500,15.4,0.0508,55.5,0.0271925
4000,19.7,0.0508,71.3,0.0341183
5000,0.0,0.3048,55.5,0.00283081
1000,3.3,0.1016,39.6,0.00245138
630,17.4,0.0254,31.7,0.0176631
1250,1.5,0.3048,71.3,0.00336729
6300,15.4,0.0508,71.3,0.0264269
5000,15.6,0.1016,39.6,0.0528487
1600,5.3,0.2286,71.3,0.0051942
2500,0.0,0.1524,31.7,0.00209405
1600,11.2,0.0508,71.3,0.014072
10000,3.3,0.1016,55.5,0.002211
1600,5.3,0.2286,39.6,0.00614329
6300,0.0,0.0508,71.3,0.000740478
1250,12.6,0.1524,39.6,0.0584113
2500,3.3,0.1016,31.7,0.00251435
800,0.0,0.1524,71.3,0.0015988
1600,2.0,0.2286,55.5,0.00313525
6300,1.5,0.3048,71.3,0.00336729
3150,15.4,0.0508,39.6,0.0282593
630,0.0,0.2286,31.7,0.0027238
800,7.3,0.2286,31.7,0.0132672
630,7.3,0.2286,71.3,0.0104404
10000,7.2,0.1524,71.3,0.00752039
400,4.0,0.3048,39.6,0.00579636
1250,0.0,0.3048,55.5,0.00283081
3150,3.3,0.1016,55.5,0.002211
800,9.5,0.0254,71.3,0.00420654
4000,4.0,0.2286,39.6,0.00473801
6300,4.8,0.0254,39.6,0.000907475
2000,15.4,0.0508,71.3,0.0264269
6300,5.4,0.1524,31.7,0.00525474
4000,0.0,0.3048,31.7,0.00331266
400,15.4,0.0508,71.3,0.0264269
250,15.6,0.1016,39.6,0.0528487
200,12.3,0.1016,71.3,0.0337792
1600,2.0,0.2286,39.6,0.00346574
1000,0.0,0.3048,39.6,0.00310138
250,9.9,0.1524,39.6,0.0233328
800,6.7,0.1016,55.5,0.0052139
2000,9.5,0.0254,39.6,0.00449821
6300,0.0,0.0254,55.5,0.00041229
800,0.0,0.0508,55.5,0.00076193
2500,0.0,0.2286,71.3,0.00214345
250,15.4,0.0508,31.7,0.0289853
1250,0.0,0.1524,71.3,0.0015988
5000,9.9,0.1524,39.6,0.0233328
6300,0.0,0.0508,39.6,0.000791822
1000,6.7,0.1016,55.5,0.0052139
1600,0.0,0.0508,71.3,0.000740478
800,7.3,0.2286,55.5,0.0111706
1600,8.4,0.0508,39.6,0.00566229
630,7.2,0.1524,39.6,0.00909175
630,3.0,0.3048,55.5,0.00452492
2500,7.3,0.2286,55.5,0.0111706
800,12.3,0.1016,55.5,0.0368233
12500,0.0,0.0254,71.3,0.000400682
2000,7.2,0.1524,71.3,0.00752039
500,15.6,0.1016,39.6,0.0528487
2500,1.5,0.3048,39.6,0.00392107
1000,11.2,0.0508,71.3,0.014072
250,17.4,0.0254,71.3,0.016104
2500,12.3,0.1016,55.5,0.0368233
1250,0.0,0.0508,39.6,0.000791822
500,0.0,0.1524,31.7,0.00209405
10000,0.0,0.3048,71.3,0.00266337
800,7.3,0.2286,71.3,0.0104404
6300,2.0,0.2286,39.6,0.00346574
4000,9.9,0.1524,31.7,0.0252785
1250,22.2,0.0254,39.6,0.0229028
4000,8.9,0.1016,39.6,0.0124596
3150,9.9,0.1524,31.7,0.0252785
2000,11.2,0.0508,71.3,0.014072
500,4.0,0.3048,71.3,0.00497773
1600,15.4,0.0508,55.5,0.0271925
3150,17.4,0.0254,39.6,0.0172206
10000,2.0,0.2286,71.3,0.00293031
1000,4.0,0.2286,39.6,0.00473801
250,12.3,0.1016,71.3,0.0337792
4000,4.8,0.0254,39.6,0.000907475
1600,2.7,0.1524,71.3,0.00243851
12500,4.8,0.0254,71.3,0.000848633
2000,0.0,0.0508,31.7,0.000812164
630,3.3,0.1016,39.6,0.00245138
8000,0.0,0.0508,39.6,0.000791822
1250,9.5,0.0254,31.7,0.00461377
6300,2.7,0.1524,71.3,0.00243851
3150,0.0,0.3048,55.5,0.00283081
3150,4.0,0.2286,31.7,0.00509068
2500,0.0,0.1016,39.6,0.00146332
3150,4.0,0.2286,39.6,0.00473801
1600,7.3,0.2286,39.6,0.0123481
1600,0.0,0.1524,55.5,0.00172668
500,0.0,0.2286,39.6,0.00253511
1600,15.4,0.0508,39.6,0.0282593
2500,3.3,0.1016,71.3,0.00202822
5000,4.8,0.0254,71.3,0.000848633
500,12.3,0.1016,31.7,0.0418756
6300,1.5,0.3048,39.6,0.00392107
2500,4.8,0.0254,71.3,0.000848633
630,9.5,0.0254,55.5,0.0043284
2500,9.5,0.0254,39.6,0.00449821
400,12.6,0.1524,71.3,0.0483159
1600,0.0,0.0254,31.7,0.000439472
4000,3.0,0.3048,31.7,0.00529514
5000,3.3,0.1016,71.3,0.00202822
4000,15.6,0.1016,39.6,0.0528487
1600,4.2,0.0508,39.6,0.00152689
5000,5.4,0.1524,39.6,0.00485029
2000,12.6,0.1524,71.3,0.0483159
3150,0.0,0.1016,55.5,0.00131983
1000,0.0,0.1524,39.6,0.00193287
1250,5.4,0.1524,55.5,0.00433288
1600,8.4,0.0508,71.3,0.00529514
800,2.7,0.1524,71.3,0.00243851
500,9.9,0.1524,71.3,0.0193001
250,12.7,0.0254,71.3,0.0121808
4000,3.3,0.1016,31.7,0.00251435
2000,4.2,0.0508,39.6,0.00152689
1000,3.0,0.3048,55.5,0.00452492
1250,0.0,0.0508,55.5,0.00076193
200,9.5,0.0254,39.6,0.00449821
400,8.4,0.0508,31.7,0.00580776
2000,3.0,0.3048,55.5,0.00452492
2500,9.9,0.1524,55.5,0.0208438
800,9.9,0.1524,71.3,0.0193001
3150,5.3,0.2286,71.3,0.0051942
4000,2.0,0.2286,55.5,0.00313525
2000,9.9,0.1524,55.5,0.0208438
250,19.7,0.0508,71.3,0.0341183
800,8.4,0.0508,39.6,0.00566229
2500,11.2,0.0508,39.6,0.0150478
10000,0.0,0.3048,39.6,0.00310138
10000,0.0,0.1016,31.7,0.00150092
10000,0.0,0.0254,39.6,0.000428464
1000,15.4,0.0508,71.3,0.0264269
6300,0.0,0.0508,31.7,0.000812164
6300,15.6,0.1016,39.6,0.0528487
2000,0.0,0.3048,71.3,0.00266337
8000,0.0,0.0254,31.7,0.000439472
8000,3.3,0.1016,71.3,0.00202822
1250,2.0,0.2286,55.5,0.00313525
1600,22.2,0.0254,39.6,0.0229028
800,6.7,0.1016,31.7,0.00592927
630,7.3,0.2286,31.7,0.0132672
6300,0.0,0.0254,31.7,0.000439472
3150,9.5,0.0254,55.5,0.0043284
2000,8.4,0.0508,31.7,0.00580776
6300,3.3,0.1016,31.7,0.00251435
1600,4.0,0.2286,71.3,0.00400603
4000,17.4,0.0254,55.5,0.0165706
12500,4.0,0.2286,71.3,0.00400603
1600,3.0,0.3048,31.7,0.00529514
1250,5.4,0.1524,39.6,0.00485029
315,0.0,0.3048,31.7,0.00331266
2000,17.4,0.0254,55.5,0.0165706
1000,0.0,0.0508,71.3,0.000740478
800,8.4,0.0508,31.7,0.00580776
400,12.7,0.0254,71.3,0.0121808
800,0.0,0.1524,55.5,0.00172668
20000,0.0,0.0254,71.3,0.000400682
1250,9.9,0.1524,55.5,0.0208438
1600,7.3,0.2286,71.3,0.0104404
630,2.7,0.1524,71.3,0.00243851
1000,4.0,0.2286,55.5,0.0042862
1600,0.0,0.3048,55.5,0.00283081
1000,9.9,0.1524,31.7,0.0252785
800,0.0,0.3048,39.6,0.00310138
200,15.4,0.0508,39.6,0.0282593
2500,8.4,0.0508,39.6,0.00566229
1250,6.7,0.1016,71.3,0.00478288
250,7.3,0.2286,55.5,0.0111706
315,15.4,0.0508,31.7,0.0289853
6300,2.7,0.1524,39.6,0.00294804
4000,0.0,0.0508,39.6,0.000791822
2000,9.5,0.0254,71.3,0.00420654
630,2.0,0.2286,71.3,0.00293031
6300,12.7,0.0254,71.3,0.0121808
8000,4.2,0.0508,71.3,0.00142788
1600,0.0,0.1524,39.6,0.00193287
5000,3.0,0.3048,31.7,0.00529514
4000,19.7,0.0508,39.6,0.036484
3150,11.2,0.0508,71.3,0.014072
5000,7.2,0.1524,39.6,0.00909175
1250,9.9,0.1524,31.7,0.0252785
400,5.4,0.1524,39.6,0.00485029
500,12.3,0.1016,55.5,0.0368233
1000,0.0,0.3048,55.5,0.00283081
315,3.0,0.3048,39.6,0.00495741
1600,15.4,0.0508,31.7,0.0289853
12500,0.0,0.0254,55.5,0.00041229
6300,12.3,0.1016,31.7,0.0418756
2000,0.0,0.2286,71.3,0.00214345
2000,12.7,0.0254,39.6,0.0130253
12500,0.0,0.0254,39.6,0.000428464
1600,12.3,0.1016,31.7,0.0418756
1600,3.3,0.1016,31.7,0.00251435
3150,7.2,0.1524,71.3,0.00752039
1000,4.0,0.3048,39.6,0.00579636
800,4.0,0.2286,71.3,0.00400603
8000,0.0,0.1524,39.6,0.00193287
2000,12.3,0.1016,71.3,0.0337792
1600,0.0,0.1016,55.5,0.00131983
630,0.0,0.1016,71.3,0.00121072
2500,2.7,0.1524,71.3,0.00243851
500,9.5,0.0254,55.5,0.0043284
3150,0.0,0.1524,55.5,0.00172668
315,4.0,0.3048,71.3,0.00497773
200,17.4,0.0254,31.7,0.0176631
800,0.0,0.3048,55.5,0.00283081
1000,9.5,0.0254,55.5,0.0043284
1250,5.4,0.1524,71.3,0.00401199
4000,9.9,0.1524,55.5,0.0208438
500,22.2,0.0254,39.6,0.0229028
2000,4.8,0.0254,55.5,0.000873218
2000,0.0,0.1016,55.5,0.00131983
2500,19.7,0.0508,39.6,0.036484
400,12.3,0.1016,71.3,0.0337792
5000,2.0,0.2286,39.6,0.00346574
10000,4.2,0.0508,39.6,0.00152689
3150,0.0,0.2286,39.6,0.00253511
8000,0.0,0.3048,55.5,0.00283081
6300,7.3,0.2286,39.6,0.0123481
400,12.3,0.1016,31.7,0.0418756
315,0.0,0.2286,31.7,0.0027238
1250,0.0,0.3048,39.6,0.00310138
10000,0.0,0.0508,55.5,0.00076193
630,4.8,0.0254,31.7,0.000930789
630,0.0,0.1524,55.5,0.00172668
630,0.0,0.1016,31.7,0.00150092
315,15.6,0.1016,71.3,0.0437259
2000,9.9,0.1524,31.7,0.0252785
500,8.9,0.1016,71.3,0.0103088
2000,9.9,0.1524,71.3,0.0193001
2500,12.3,0.1016,39.6,0.0408268
2000,22.2,0.0254,71.3,0.0214178
2500,17.4,0.0254,71.3,0.016104
12500,0.0,0.1016,71.3,0.00121072
1600,6.7,0.1016,39.6,0.00578076
1250,8.4,0.0508,71.3,0.00529514
630,4.0,0.3048,71.3,0.00497773
1250,19.7,0.0508,39.6,0.036484
800,17.4,0.0254,39.6,0.0172206
630,8.4,0.0508,39.6,0.00566229
2000,0.0,0.1016,39.6,0.00146332
1250,15.4,0.0508,71.3,0.0264269
2500,15.4,0.0508,39.6,0.0282593
3150,3.0,0.3048,31.7,0.00529514
2000,6.7,0.1016,31.7,0.00592927
6300,0.0,0.1524,31.7,0.00209405
800,12.7,0.0254,39.6,0.0130253
2500,0.0,0.1016,55.5,0.00131983
1600,3.0,0.3048,71.3,0.00425727
800,5.4,0.1524,31.7,0.00525474
10000,3.3,0.1016,39.6,0.00245138
5000,12.7,0.0254,39.6,0.0130253
630,0.0,0.3048,31.7,0.00331266
2500,3.0,0.3048,31.7,0.00529514
4000,7.3,0.2286,71.3,0.0104404
200,12.3,0.1016,31.7,0.0418756
1250,0.0,0.2286,55.5,0.00229336
2500,12.3,0.1016,71.3,0.0337792
2000,12.7,0.0254,71.3,0.0121808
5000,0.0,0.3048,71.3,0.00266337
10000,4.8,0.0254,71.3,0.000848633
1000,6.7,0.1016,71.3,0.00478288
1250,9.5,0.0254,71.3,0.00420654
5000,7.3,0.2286,31.7,0.0132672
4000,2.0,0.2286,71.3,0.00293031
2000,15.4,0.0508,55.5,0.0271925
2000,3.3,0.1016,55.5,0.002211
2500,15.4,0.0508,71.3,0.0264269
1000,12.3,0.1016,71.3,0.0337792
3150,7.2,0.1524,39.6,0.00909175
250,4.0,0.2286,31.7,0.00509068
4000,0.0,0.1016,31.7,0.00150092
1000,2.0,0.2286,55.5,0.00313525
2000,3.0,0.3048,31.7,0.00529514
1250,0.0,0.1524,55.5,0.00172668
2500,9.9,0.1524,71.3,0.0193001
200,15.6,0.1016,39.6,0.0528487
630,12.3,0.1016,55.5,0.0368233
3150,5.4,0.1524,71.3,0.00401199
2000,15.4,0.0508,31.7,0.0289853
1250,0.0,0.1524,39.6,0.00193287
2500,6.7,0.1016,55.5,0.0052139
1000,17.4,0.0254,55.5,0.0165706
800,3.0,0.3048,31.7,0.00529514
3150,7.3,0.2286,71.3,0.0104404
800,19.7,0.0508,39.6,0.036484
6300,8.9,0.1016,39.6,0.0124596
5000,9.9,0.1524,55.5,0.0208438
6300,0.0,0.1524,71.3,0.0015988
4000,4.0,0.3048,39.6,0.00579636
200,17.4,0.0254,71.3,0.016104
8000,22.2,0.0254,71.3,0.0214178
5000,7.2,0.1524,71.3,0.00752039
400,3.0,0.3048,31.7,0.00529514
800,0.0,0.0508,39.6,0.000791822
16000,0.0,0.0254,55.5,0.00041229
10000,0.0,0.2286,71.3,0.00214345
5000,15.4,0.0508,71.3,0.0264269
2000,2.0,0.2286,39.6,0.00346574
2000,2.0,0.2286,31.7,0.00372371
800,8.9,0.1016,39.6,0.0124596
2000,7.3,0.2286,71.3,0.0104404
4000,3.0,0.3048,55.5,0.00452492
3150,17.4,0.0254,31.7,0.0176631
400,0.0,0.2286,55.5,0.00229336
1250,8.4,0.0508,31.7,0.00580776
800,2.0,0.2286,71.3,0.00293031
200,12.3,0.1016,55.5,0.0368233
1250,12.3,0.1016,55.5,0.0368233
800,17.4,0.0254,71.3,0.016104
2000,5.3,0.2286,39.6,0.00614329
2500,3.3,0.1016,39.6,0.00245138
4000,11.2,0.0508,71.3,0.014072
800,0.0,0.2286,39.6,0.00253511
3150,9.9,0.1524,71.3,0.0193001
1000,0.0,0.3048,71.3,0.00266337
400,3.0,0.3048,55.5,0.00452492
630,12.6,0.1524,71.3,0.0483159
1600,12.3,0.1016,55.5,0.0368233
400,19.7,0.0508,39.6,0.036484
800,3.3,0.1016,39.6,0.00245138
6300,0.0,0.1016,31.7,0.00150092
1250,6.7,0.1016,55.5,0.0052139
400,7.3,0.2286,31.7,0.0132672
1000,12.7,0.0254,39.6,0.0130253
1000,0.0,0.1016,55.5,0.00131983
315,9.9,0.1524,39.6,0.0233328
1600,6.7,0.1016,31.7,0.00592927
1250,0.0,0.1016,55.5,0.00131983
1000,3.3,0.1016,31.7,0.00251435
500,4.0,0.2286,55.5,0.0042862
400,9.9,0.1524,55.5,0.0208438
200,12.6,0.1524,39.6,0.0584113
800,0.0,0.1016,31.7,0.00150092
2000,0.0,0.0254,55.5,0.00041229
8000,7.2,0.1524,39.6,0.00909175
400,9.9,0.1524,71.3,0.0193001
630,3.3,0.1016,55.5,0.002211
4000,0.0,0.1016,71.3,0.00121072
1000,12.3,0.1016,31.7,0.0418756
630,0.0,0.1016,55.5,0.00131983
1600,8.9,0.1016,71.3,0.0103088
6300,4.2,0.0508,39.6,0.00152689
200,9.9,0.1524,55.5,0.0208438
6300,4.8,0.0254,71.3,0.000848633
630,5.4,0.1524,55.5,0.00433288
500,9.9,0.1524,31.7,0.0252785
2500,5.4,0.1524,39.6,0.00485029
3150,9.5,0.0254,31.7,0.00461377
10000,0.0,0.1016,55.5,0.00131983
400,17.4,0.0254,39.6,0.0172206
12500,2.7,0.1524,71.3,0.00243851
1000,9.5,0.0254,71.3,0.00420654
12500,2.7,0.1524,39.6,0.00294804
5000,17.4,0.0254,39.6,0.0172206
8000,0.0,0.0508,55.5,0.00076193
3150,8.9,0.1016,71.3,0.0103088
500,0.0,0.1524,39.6,0.00193287
10000,1.5,0.3048,39.6,0.00392107
2500,4.8,0.0254,55.5,0.000873218
3150,5.4,0.1524,55.5,0.00433288
6300,0.0,0.1016,55.5,0.00131983
2000,0.0,0.0508,55.5,0.00076193
1250,11.2,0.0508,39.6,0.0150478
630,15.4,0.0508,55.5,0.0271925
3150,4.8,0.0254,39.6,0.000907475
1000,0.0,0.2286,55.5,0.00229336
315,7.3,0.2286,71.3,0.0104404
5000,4.2,0.0508,39.6,0.00152689
250,15.4,0.0508,71.3,0.0264269
1000,7.3,0.2286,71.3,0.0104404
1250,0.0,0.0508,31.7,0.000812164
315,8.9,0.1016,71.3,0.0103088
800,0.0,0.1016,71.3,0.00121072
16000,4.8,0.0254,55.5,0.000873218
4000,9.9,0.1524,71.3,0.0193001
250,7.2,0.1524,39.6,0.00909175
3150,19.7,0.0508,39.6,0.036484
800,0.0,0.0508,71.3,0.000740478
800,9.9,0.1524,31.7,0.0252785
500,3.0,0.3048,71.3,0.00425727
3150,8.4,0.0508,71.3,0.00529514
200,7.3,0.2286,55.5,0.0111706
1250,0.0,0.1524,31.7,0.00209405
800,9.5,0.0254,55.5,0.0043284
8000,4.8,0.0254,31.7,0.000930789
2500,15.4,0.0508,31.7,0.0289853
2500,4.2,0.0508,71.3,0.00142788
20000,0.0,0.2286,71.3,0.00214345
1600,3.0,0.3048,39.6,0.00495741
2500,4.8,0.0254,31.7,0.000930789
2500,0.0,0.3048,39.6,0.00310138
20000,4.8,0.0254,71.3,0.000848633
400,0.0,0.2286,31.7,0.0027238
500,5.3,0.2286,39.6,0.00614329
630,2.0,0.2286,31.7,0.00372371
3150,7.3,0.2286,55.5,0.0111706
250,7.3,0.2286,71.3,0.0104404
3150,5.4,0.1524,31.7,0.00525474
6300,17.4,0.0254,71.3,0.016104
630,9.5,0.0254,39.6,0.00449821
315,9.9,0.1524,55.5,0.0208438
630,17.4,0.0254,71.3,0.016104
2000,6.7,0.1016,39.6,0.00578076
5000,2.7,0.1524,71.3,0.00243851
8000,0.0,0.3048,31.7,0.00331266
500,0.0,0.3048,55.5,0.00283081
200,17.4,0.0254,39.6,0.0172206
3150,9.5,0.0254,71.3,0.00420654
3150,0.0,0.1524,39.6,0.00193287
630,5.3,0.2286,39.6,0.00614329
5000,4.0,0.3048,39.6,0.00579636
12500,0.0,0.0508,39.6,0.000791822
400,0.0,0.2286,39.6,0.00253511
2500,4.2,0.0508,39.6,0.00152689
2500,9.5,0.0254,55.5,0.0043284
1600,15.4,0.0508,71.3,0.0264269
1600,4.0,0.2286,39.6,0.00473801
2000,12.6,0.1524,39.6,0.0584113
3150,2.0,0.2286,31.7,0.00372371
16000,4.8,0.0254,71.3,0.000848633
3150,0.0,0.1016,39.6,0.00146332
1000,0.0,0.1524,71.3,0.0015988
3150,15.6,0.1016,39.6,0.0528487
2500,8.4,0.0508,55.5,0.00544854
5000,2.0,0.2286,55.5,0.00313525
1250,0.0,0.0254,31.7,0.000439472
315,0.0,0.2286,55.5,0.00229336
800,4.0,0.3048,71.3,0.00497773
2000,0.0,0.0508,71.3,0.000740478
2500,7.3,0.2286,71.3,0.0104404
1600,12.6,0.1524,71.3,0.0483159
10000,12.7,0.0254,71.3,0.0121808
5000,5.4,0.1524,55.5,0.00433288
500,12.3,0.1016,71.3,0.0337792
3150,4.8,0.0254,55.5,0.000873218
8000,4.8,0.0254,55.5,0.000873218
315,12.3,0.1016,71.3,0.0337792
1000,9.5,0.0254,31.7,0.00461377
800,0.0,0.2286,55.5,0.00229336
630,0.0,0.3048,39.6,0.00310138
10000,0.0,0.0508,31.7,0.000812164
5000,0.0,0.1524,31.7,0.00209405
630,15.6,0.1016,71.3,0.0437259
4000,8.9,0.1016,71.3,0.0103088
4000,1.5,0.3048,39.6,0.00392107
800,6.7,0.1016,39.6,0.00578076
2500,15.4,0.0508,55.5,0.0271925
4000,5.4,0.1524,55.5,0.00433288
400,6.7,0.1016,31.7,0.00592927
12500,0.0,0.0508,31.7,0.000812164
5000,0.0,0.2286,31.7,0.0027238
16000,0.0,0.3048,71.3,0.00266337
20000,4.0,0.2286,71.3,0.00400603
800,7.2,0.1524,71.3,0.00752039
4000,5.3,0.2286,39.6,0.00614329
1600,3.3,0.1016,71.3,0.00202822
2500,4.0,0.3048,71.3,0.00497773
4000,8.4,0.0508,31.7,0.00580776
2000,0.0,0.3048,55.5,0.00283081
250,9.9,0.1524,55.5,0.0208438
1000,17.4,0.0254,71.3,0.016104
500,8.4,0.0508,31.7,0.00580776
12500,0.0,0.1016,55.5,0.00131983
2500,5.4,0.1524,55.5,0.00433288
800,12.3,0.1016,31.7,0.0418756
1600,9.9,0.1524,31.7,0.0252785
1600,19.7,0.0508,39.6,0.036484
1600,0.0,0.2286,71.3,0.00214345
4000,0.0,0.0254,55.5,0.00041229
800,12.6,0.1524,71.3,0.0483159
8000,0.0,0.1524,31.7,0.00209405
250,9.5,0.0254,39.6,0.00449821
2000,0.0,0.1524,55.5,0.00172668
250,11.2,0.0508,39.6,0.0150478
6300,0.0,0.0508,55.5,0.00076193
3150,2.0,0.2286,71.3,0.00293031
2500,0.0,0.3048,55.5,0.00283081
2000,3.3,0.1016,31.7,0.00251435
2500,0.0,0.1524,71.3,0.0015988
500,17.4,0.0254,39.6,0.0172206
1000,2.0,0.2286,39.6,0.00346574
1000,19.7,0.0508,39.6,0.036484
1000,22.2,0.0254,71.3,0.0214178
2500,5.3,0.2286,39.6,0.00614329
4000,8.4,0.0508,71.3,0.00529514
3150,12.3,0.1016,55.5,0.0368233
6300,4.0,0.2286,39.6,0.00473801
2500,0.0,0.0508,31.7,0.000812164
630,3.3,0.1016,31.7,0.00251435
630,3.0,0.3048,39.6,0.00495741
315,15.4,0.0508,71.3,0.0264269
2500,12.7,0.0254,71.3,0.0121808
400,8.9,0.1016,39.6,0.0124596
1600,1.5,0.3048,39.6,0.00392107
1600,15.6,0.1016,71.3,0.0437259
315,4.0,0.2286,39.6,0.00473801
4000,22.2,0.0254,39.6,0.0229028
12500,0.0,0.1524,71.3,0.0015988
3150,3.0,0.3048,55.5,0.00452492
500,4.8,0.0254,31.7,0.000930789
5000,9.5,0.0254,39.6,0.00449821
250,12.7,0.0254,39.6,0.0130253
800,3.3,0.1016,71.3,0.00202822
630,11.2,0.0508,39.6,0.0150478
315,12.3,0.1016,31.7,0.0418756
5000,12.7,0.0254,71.3,0.0121808
