instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
5693,3,0,8,15,0,2,1,1,0.74,0.6515,0.35,0.2239,34,162
17170,1,1,12,4,0,0,0,1,0.2,0.2121,0.47,0.1343,1,3
9189,1,1,1,18,0,1,1,2,0.24,0.2424,0.93,0.1343,7,275
16288,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,21,330
13983,3,1,8,19,0,5,1,1,0.76,0.7121,0.62,0.2836,98,394
8086,4,0,12,13,0,4,1,1,0.3,0.2727,0.49,0.3582,9,115
15059,4,1,9,15,0,1,1,1,0.6,0.6212,0.31,0.0,84,216
4588,3,0,7,1,0,5,1,1,0.62,0.5909,0.73,0.194,7,13
12332,2,1,6,0,0,0,0,1,0.54,0.5152,0.6,0.1642,27,142
10020,1,1,2,12,0,1,1,1,0.4,0.4091,0.37,0.2985,13,164
9977,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143
14981,3,1,9,9,0,5,1,1,0.58,0.5455,0.68,0.1343,35,348
16587,4,1,11,20,0,3,1,1,0.32,0.3333,0.36,0.1343,5,258
17346,1,1,12,14,0,0,0,1,0.3,0.2727,0.36,0.4627,39,121
5400,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,192
14202,3,1,8,22,0,0,0,2,0.62,0.5909,0.78,0.1642,6,50
10461,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0.0,22,104
10338,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129
12240,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343,0,6
9305,1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,123,239
15436,4,1,10,8,0,3,1,1,0.5,0.4848,0.77,0.1642,33,806
12602,2,1,6,6,0,4,1,1,0.58,0.5455,0.6,0.2836,12,169
13358,3,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,84,228
5373,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516
15589,4,1,10,17,0,2,1,1,0.52,0.5,0.39,0.194,104,839
4956,3,0,7,9,0,6,0,1,0.82,0.7576,0.46,0.2985,49,125
1614,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,99,114
5830,3,0,9,8,1,1,0,2,0.66,0.6061,0.78,0.194,45,56
8394,1,0,12,9,0,3,1,2,0.4,0.4091,0.87,0.2239,14,220
10091,1,1,3,12,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204
15876,4,1,10,16,0,0,0,3,0.48,0.4697,0.67,0.4627,42,251
15836,4,1,10,0,0,6,0,1,0.5,0.4848,0.88,0.1343,10,132
2016,2,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,13,119
15648,4,1,10,4,0,5,1,2,0.56,0.5303,0.83,0.0,1,5
16613,4,1,11,23,0,4,1,1,0.28,0.3182,0.61,0.0,6,124
14399,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,0,4
5757,3,0,9,7,0,5,1,1,0.6,0.5606,0.83,0.1045,6,253
16202,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323
5330,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,22
13129,3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,4,31
2982,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,0.0896,0,7
9956,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159
11198,2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,87,589
7013,4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0.0,25,212
16200,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530
244,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55
15951,4,1,11,7,0,5,1,2,0.3,0.303,0.7,0.1343,8,349
4879,3,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.194,1,3
11720,2,1,5,12,0,2,1,2,0.62,0.6061,0.65,0.3284,60,203
107,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55
6803,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,22,85
9779,1,1,2,9,0,5,1,2,0.26,0.303,1.0,0.0,8,275
6735,4,0,10,4,0,4,1,2,0.54,0.5152,1.0,0.1045,2,5
15489,4,1,10,13,0,5,1,1,0.56,0.5303,0.37,0.3881,81,300
16388,4,1,11,13,0,2,1,2,0.44,0.4394,0.58,0.0,49,218
16685,4,1,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44
16407,4,1,11,8,0,3,1,2,0.28,0.303,0.81,0.0896,12,539
4831,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6
9245,1,1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,1,6
5345,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95
5203,3,0,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,57,228
12990,3,1,6,10,0,6,0,1,0.88,0.7727,0.3,0.2537,96,308
15688,4,1,10,20,0,6,0,1,0.5,0.4848,0.39,0.2239,61,198
9938,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4
15444,4,1,10,16,0,3,1,1,0.6,0.6212,0.4,0.2239,92,474
4606,3,0,7,19,0,5,1,1,0.7,0.6364,0.45,0.2239,114,280
9955,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227
8659,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141
7519,4,0,11,21,0,1,1,1,0.6,0.6212,0.53,0.3582,37,176
8375,4,0,12,14,0,2,1,2,0.44,0.4394,0.58,0.1045,11,127
3961,2,0,6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,56,105
15087,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,49,490
3874,2,0,6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,22,348
180,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52
4447,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,2,4
12319,2,1,6,11,0,6,0,1,0.58,0.5455,0.46,0.2836,179,357
2837,2,0,5,2,0,2,1,2,0.56,0.5303,0.78,0.2537,0,5
14256,3,1,8,4,0,3,1,1,0.58,0.5455,0.83,0.1045,1,7
8945,1,1,1,13,0,5,1,1,0.26,0.2121,0.33,0.5224,14,140
4794,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0.0,78,137
10888,2,1,4,19,0,2,1,1,0.56,0.5303,0.26,0.1045,98,460
5959,3,0,9,19,0,6,0,1,0.7,0.6515,0.58,0.1343,101,214
11515,2,1,4,23,0,0,0,1,0.48,0.4697,0.59,0.0,15,67
13941,3,1,8,1,0,4,1,1,0.7,0.6667,0.79,0.1343,5,23
11747,2,1,5,15,0,3,1,2,0.64,0.6212,0.53,0.1045,68,191
16536,4,1,11,17,0,1,1,1,0.42,0.4242,0.32,0.0,13,540
6891,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170
14897,3,1,9,21,0,1,1,3,0.62,0.5758,0.83,0.2239,28,205
16728,4,1,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,38,693
12460,2,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896,37,663
11014,2,1,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,4,12
30,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2
16768,4,1,12,10,0,4,1,1,0.24,0.2273,0.52,0.194,23,122
5704,3,0,8,2,0,3,1,1,0.56,0.5303,0.73,0.0,1,5
2802,2,0,5,15,0,0,0,2,0.5,0.4848,0.72,0.0,113,153
9249,1,1,1,6,0,4,1,2,0.28,0.3182,0.81,0.0,0,88
9363,1,1,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537,0,15
2923,2,0,5,16,0,5,1,1,0.6,0.6212,0.4,0.2537,82,262
14494,3,1,9,2,0,6,0,1,0.7,0.6515,0.7,0.1642,8,61
4665,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95
15891,4,1,10,19,0,2,1,2,0.5,0.4848,0.68,0.194,6,109
16829,4,1,12,23,0,6,0,2,0.4,0.4091,0.94,0.0,18,144
13497,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,106,248
15799,4,1,10,11,0,4,1,2,0.54,0.5152,0.83,0.1045,57,181
1246,1,0,2,0,0,5,1,3,0.32,0.3485,0.93,0.0,1,8
12715,2,1,6,23,0,1,1,3,0.6,0.5758,0.78,0.194,17,57
4538,3,0,7,23,0,2,1,1,0.78,0.7121,0.52,0.0,20,59
5555,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,32,436
12125,2,1,5,9,0,5,1,2,0.64,0.5758,0.89,0.1343,52,288
4054,3,0,6,19,0,3,1,2,0.8,0.7424,0.52,0.2537,62,280
5932,3,0,9,16,0,5,1,1,0.74,0.697,0.66,0.1343,41,244
16057,4,1,11,17,0,2,1,1,0.32,0.303,0.53,0.2239,30,597
4413,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492
109,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186
14890,3,1,9,14,0,1,1,2,0.64,0.6061,0.65,0.2537,129,203
9622,1,1,2,20,0,5,1,2,0.32,0.3485,0.57,0.0,7,144
15231,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,33,483
4970,3,0,7,23,0,6,0,1,0.76,0.697,0.55,0.0896,63,114
15611,4,1,10,15,0,3,1,2,0.58,0.5455,0.43,0.2239,62,239
6537,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106
13884,3,1,8,16,0,1,1,1,0.84,0.7576,0.41,0.1045,88,363
9368,1,1,1,5,0,2,1,1,0.3,0.2879,0.49,0.194,0,22
8841,1,1,1,4,0,1,1,1,0.22,0.2424,0.64,0.1045,0,4
9442,1,1,2,7,0,5,1,1,0.24,0.2273,0.65,0.2239,10,216
13405,3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0.0,95,675
13164,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,102,192
5845,3,0,9,23,1,1,0,3,0.56,0.5303,0.88,0.3881,3,17
16474,4,1,11,3,0,6,0,1,0.28,0.2576,0.41,0.3582,6,5
4395,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29
5874,3,0,9,5,0,3,1,2,0.56,0.5303,1.0,0.1343,1,15
15273,4,1,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045,55,224
12025,2,1,5,5,0,1,1,3,0.56,0.5303,0.88,0.2985,1,14
15700,4,1,10,8,0,0,0,1,0.42,0.4242,0.67,0.0,39,104
10688,2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,55,98
11528,2,1,4,12,0,1,1,2,0.44,0.4394,0.47,0.1343,45,180
15747,4,1,10,7,0,2,1,2,0.44,0.4394,0.77,0.1045,12,519
4349,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,8,5
10812,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311
8823,1,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,27,181
9641,1,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985,12,112
1159,1,0,2,1,1,1,0,2,0.34,0.303,0.42,0.3284,2,11
16034,4,1,11,18,0,1,1,1,0.34,0.3182,0.46,0.2239,19,523
9376,1,1,1,13,0,2,1,1,0.46,0.4545,0.36,0.2239,27,171
7668,4,0,11,2,0,1,1,3,0.44,0.4394,1.0,0.194,1,2
3126,2,0,5,3,0,0,0,2,0.52,0.5,1.0,0.0,11,21
1866,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73
8481,1,0,12,0,0,0,0,1,0.24,0.2273,0.6,0.194,2,4
12987,3,1,6,7,0,6,0,1,0.64,0.5758,0.89,0.1642,10,82
974,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2
7666,4,0,11,0,0,1,1,2,0.46,0.4545,0.94,0.0,4,13
4300,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,23,55
16403,4,1,11,4,0,3,1,1,0.28,0.2879,0.87,0.1045,0,10
3654,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2,3
5873,3,0,9,4,0,3,1,3,0.56,0.5303,0.94,0.1642,0,4
10735,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298
15013,3,1,9,17,0,6,0,1,0.74,0.6667,0.51,0.3284,195,451
12843,3,1,6,7,0,0,0,1,0.64,0.6061,0.69,0.1045,23,48
10484,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0.0,58,153
5548,3,0,8,1,0,3,1,1,0.6,0.6061,0.6,0.1045,7,17
13709,3,1,7,9,0,1,1,2,0.74,0.697,0.7,0.0,34,259
3089,2,0,5,14,0,5,1,2,0.52,0.5,0.87,0.2836,70,120
10708,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,5,96
7196,4,0,11,10,0,2,1,1,0.44,0.4394,0.62,0.1343,21,114
8280,4,0,12,15,0,5,1,2,0.32,0.303,0.45,0.2985,12,141
4681,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,36,104
14450,3,1,8,6,0,4,1,1,0.6,0.5606,0.83,0.1642,8,155
8243,4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,2,5
2826,2,0,5,15,0,1,1,1,0.66,0.6212,0.61,0.194,45,110
1039,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20
17110,4,1,12,16,0,4,1,2,0.34,0.303,0.53,0.3284,21,281
6331,4,0,9,8,0,1,1,2,0.62,0.5455,0.94,0.0,29,326
11,1,0,1,10,0,6,0,1,0.38,0.3939,0.76,0.2537,12,24
2648,2,0,4,5,0,1,1,2,0.46,0.4545,1.0,0.0,3,14
5869,3,0,9,0,0,3,1,2,0.54,0.5152,0.94,0.2239,1,12
14576,3,1,9,12,0,2,1,1,0.76,0.7273,0.7,0.2836,54,233
1427,1,0,3,17,0,5,1,2,0.36,0.3333,0.5,0.2537,22,206
14967,3,1,9,19,0,4,1,1,0.58,0.5455,0.6,0.2239,69,534
3266,2,0,5,23,0,5,1,1,0.52,0.5,0.72,0.1642,15,100
14550,3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224
14773,3,1,9,17,0,3,1,1,0.7,0.6364,0.41,0.2985,114,811
4815,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,85,161
14788,3,1,9,8,0,4,1,1,0.56,0.5303,0.73,0.0,33,725
11891,2,1,5,15,0,2,1,2,0.7,0.6515,0.61,0.0896,51,205
1216,1,0,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,15,207
7271,4,0,11,13,0,5,1,1,0.44,0.4394,0.51,0.4179,33,161
14516,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72
2394,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85
2785,2,0,4,22,0,6,0,1,0.44,0.4394,0.67,0.1045,37,106
16432,4,1,11,9,1,4,0,1,0.3,0.3333,0.65,0.0,25,94
16124,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2985,62,237
9145,1,1,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,3,56
324,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26
1345,1,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,2,105
13080,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,5,11
4458,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,182,220
373,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16
910,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,1,34
6724,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235
12502,2,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343,17,56
5084,3,0,8,17,0,4,1,1,0.76,0.7121,0.62,0.3284,91,464
3400,2,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,52,145
497,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54
5847,3,0,9,2,0,2,1,3,0.54,0.5152,0.94,0.2537,0,2
11507,2,1,4,15,0,0,0,1,0.56,0.5303,0.37,0.1343,279,324
10154,1,1,3,3,0,0,0,2,0.36,0.3485,0.43,0.1343,5,21
12680,2,1,6,12,0,0,0,1,0.62,0.6212,0.57,0.0,260,355
8143,4,0,12,22,0,6,0,1,0.22,0.2273,0.41,0.1343,7,88
15832,4,1,10,20,0,5,1,2,0.54,0.5152,0.83,0.1642,40,271
3471,2,0,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,216,186
5303,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105
7503,4,0,11,5,0,1,1,2,0.44,0.4394,0.67,0.2537,0,19
16285,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126
1245,1,0,2,23,0,4,1,2,0.32,0.303,0.93,0.2239,3,47
4366,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297
16235,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.194,0,6
1196,1,0,2,20,0,2,1,1,0.2,0.197,0.47,0.2239,3,102
14086,3,1,8,2,0,3,1,1,0.68,0.6364,0.65,0.0,1,7
4954,3,0,7,7,0,6,0,1,0.76,0.7273,0.66,0.194,3,39
13168,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,79,197
1424,1,0,3,14,0,5,1,1,0.36,0.3333,0.4,0.2836,30,65
8294,4,0,12,5,0,6,0,2,0.26,0.2576,0.6,0.194,2,7
257,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6
15617,4,1,10,21,0,3,1,1,0.46,0.4545,0.82,0.194,28,301
11178,2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,37,97
289,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33
6288,4,0,9,13,0,6,0,1,0.64,0.5909,0.78,0.0,170,290
6578,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157
8872,1,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,13,127
8507,1,0,12,4,1,1,0,1,0.34,0.303,0.46,0.2985,0,2
10570,2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0.0,58,171
12432,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,0,6
10190,1,1,3,15,0,1,1,2,0.3,0.2879,0.53,0.194,20,110
4485,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,141,222
11097,2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,55,148
13593,3,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,81,231
8367,4,0,12,6,0,2,1,2,0.36,0.3788,0.57,0.0,1,71
12390,2,1,6,10,0,2,1,2,0.52,0.5,0.63,0.2985,58,118
1233,1,0,2,11,0,4,1,2,0.32,0.2879,0.57,0.3881,8,71
1281,1,0,2,12,0,6,0,2,0.32,0.3182,0.45,0.1642,45,115
7182,4,0,10,20,0,1,1,1,0.4,0.4091,0.66,0.0896,18,154
10890,2,1,4,21,0,2,1,1,0.54,0.5152,0.45,0.0,33,210
14827,3,1,9,23,0,5,1,1,0.62,0.5909,0.78,0.0896,27,168
2676,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,35,164
1113,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14
7804,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118
10389,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79
4222,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,341
14810,3,1,9,6,0,5,1,1,0.54,0.5152,0.88,0.0,8,144
5131,3,0,8,16,0,6,0,3,0.74,0.7121,0.79,0.1642,155,188
7536,4,0,11,14,0,2,1,2,0.54,0.5152,0.6,0.2836,27,120
5525,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,2,4
268,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44
12909,3,1,6,1,0,3,1,1,0.6,0.6212,0.43,0.1642,5,18
13268,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,1,55
15402,4,1,10,22,1,1,0,3,0.4,0.4091,0.76,0.2537,6,101
16693,4,1,12,7,0,1,1,2,0.34,0.3636,0.93,0.0,9,387
6128,3,0,9,21,0,6,0,2,0.5,0.4848,0.72,0.194,49,121
9203,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,11,479
11256,2,1,4,4,0,4,1,2,0.42,0.4242,0.71,0.0,0,4
402,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124
5822,3,0,9,0,1,1,0,2,0.7,0.6667,0.74,0.2239,31,66
6508,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455
9782,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177
3049,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134
2046,2,0,3,2,0,4,1,3,0.24,0.2273,0.93,0.194,0,5
10963,2,1,4,22,0,5,1,1,0.4,0.4091,0.35,0.2239,34,124
1380,1,0,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925,8,193
8797,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,0,64
14242,3,1,8,14,0,2,1,1,0.76,0.6667,0.37,0.0896,110,192
14592,3,1,9,4,0,3,1,1,0.7,0.6667,0.79,0.2836,2,3
16498,4,1,11,3,0,0,0,1,0.22,0.2727,0.44,0.0,0,8
4760,3,0,7,5,0,5,1,1,0.74,0.7121,0.79,0.1045,2,17
15015,3,1,9,19,0,6,0,1,0.7,0.6515,0.58,0.194,99,308
9562,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,13,495
9053,1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,1,1
9234,1,1,1,15,0,3,1,1,0.36,0.3788,0.46,0.0,30,125
3791,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180
621,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15
5800,3,0,9,2,0,0,0,1,0.66,0.6061,0.83,0.194,17,43
653,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87
9386,1,1,1,23,0,2,1,1,0.44,0.4394,0.38,0.2537,2,61
10011,1,1,2,3,0,1,1,1,0.24,0.2424,0.75,0.1642,0,2
13626,3,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,33,201
3474,2,0,5,15,0,0,0,1,0.74,0.697,0.7,0.2985,221,155
15262,4,1,10,2,0,3,1,2,0.62,0.5455,0.94,0.0,2,7
8318,4,0,12,5,0,0,0,1,0.2,0.2273,0.59,0.1045,1,4
5329,3,0,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,25
7220,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,25,108
7948,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252
10236,1,1,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,26,179
5020,3,0,8,1,0,2,1,1,0.66,0.6212,0.74,0.1045,4,8
8846,1,1,1,9,0,1,1,2,0.22,0.2727,0.64,0.0,9,188
6153,3,0,9,22,0,0,0,2,0.54,0.5152,0.68,0.0896,9,75
14531,3,1,9,15,0,0,0,3,0.74,0.7121,0.74,0.1343,179,176
2517,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377
9575,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,3,126
14347,3,1,8,23,0,6,0,2,0.62,0.5758,0.83,0.2537,34,124
13456,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,65,440
10565,2,1,3,7,0,3,1,3,0.48,0.4697,0.94,0.194,34,338
16408,4,1,11,9,0,3,1,1,0.32,0.3333,0.76,0.0896,45,320
5287,3,0,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5
10263,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305
11513,2,1,4,21,0,0,0,1,0.52,0.5,0.48,0.1343,65,139
13333,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,199,259
11881,2,1,5,5,0,2,1,3,0.56,0.5303,0.94,0.2239,0,8
14504,3,1,9,12,0,6,0,2,0.8,0.7576,0.55,0.1642,187,284
3604,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80
12616,2,1,6,20,0,4,1,1,0.66,0.6212,0.65,0.2537,84,351
16958,4,1,12,8,0,5,1,1,0.2,0.2273,0.69,0.0896,13,623
7031,4,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,37,161
2917,2,0,5,10,0,5,1,2,0.54,0.5152,0.49,0.3284,30,97
11053,2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,66,296
1507,1,0,3,3,0,2,1,1,0.24,0.2576,0.52,0.0896,5,2
13594,3,1,7,14,0,3,1,1,0.8,0.697,0.29,0.1343,88,159
16073,4,1,11,9,0,3,1,2,0.26,0.2424,0.6,0.2836,17,351
8066,4,0,12,17,0,3,1,3,0.4,0.4091,1.0,0.3284,4,48
9896,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567
13500,3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.194,130,196
15309,4,1,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045,3,43
8935,1,1,1,3,0,5,1,1,0.36,0.3333,0.87,0.2537,3,4
1649,1,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343,1,27
15437,4,1,10,9,0,3,1,1,0.54,0.5152,0.6,0.2836,35,331
4891,3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,40,228
731,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,3,88
5441,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.194,78,142
6767,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62
10877,2,1,4,8,0,2,1,1,0.34,0.3636,0.57,0.0,27,577
10780,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81
15279,4,1,10,19,0,3,1,1,0.7,0.6515,0.65,0.0,49,544
16470,4,1,11,23,0,5,1,1,0.42,0.4242,0.38,0.4478,20,47
338,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80
10523,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194
11526,2,1,4,10,0,1,1,2,0.42,0.4242,0.41,0.1642,41,116
1746,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,43,74
8201,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,9,391
3854,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,40,103
11896,2,1,5,20,0,2,1,3,0.64,0.6061,0.73,0.1343,30,233
5222,3,0,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,54,95
17182,1,1,12,16,0,0,0,1,0.34,0.3333,0.34,0.194,53,137
2710,2,0,4,19,0,3,1,1,0.62,0.5909,0.78,0.2836,40,220
15970,4,1,11,2,0,6,0,2,0.34,0.3182,0.49,0.2537,10,36
5903,3,0,9,11,0,4,1,2,0.64,0.5606,0.94,0.2239,16,82
3389,2,0,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,7,7
